PNword	review
설치	처음 바이오스 들어가 았 을 때 와 도스 화면 에서 냉각 팬 이 마구 최대 치 로 돌 길래 불량 이 아니 ᆫ가 걱정 되 었 지만 다행히 윈도우 설치 ㅎ ㅜ 에 는 괜찮 더군요
설치	저 는 컴알못 이 라 노트북 구입 하 ᆯ 때 고민 이 많 았 는 데 수많 은 상품명 을 믿 고 구입 하 아서 오늘 윈도우 설치 하 로 사용 하 아 보 니 엄청 이쁘 고 좋 네요 컴퓨터 가 게 사장 님 도 가성비 좋 은 물건 이 라고 하 아 주 시 니 기분 이 더 좋 습니다
깔	크기 도 아담 하 고 윈도우 후딱 깔 고 몇 가지 테스트 4 k 동영상 잘 돌아가 ㅁ 유튜부 4 개 켜 고 돌리 어도 버벅거리 ㅁ 없 네요 게임 은 안 하 아 보 아서 모르 겠 지만 굿 이 ㅂ니다
설치	윈도우 가 설치 되 어 있 지 않 은 제품 이 었 는데 윈도우 7 은 아예 USB 부팅 자체 가 되 지 않 고 인터넷 으로 윈도우 10 사이트 에 접속 하 아서 USB 에 윈도우 10 에 부팅 하 ᆯ 수 있 게 만들 어 주 고 이것 노트북 에 넣 고 켜 면 복잡 하 지 도 않 게 쉽 게 깔 ᆯ 수 있 었 습니다 
깔	윈도우 가 설치 되 어 있 지 않 은 제품 이 었 는데 윈도우 7 은 아예 USB 부팅 자체 가 되 지 않 고 인터넷 으로 윈도우 10 사이트 에 접속 하 아서 USB 에 윈도우 10 에 부팅 하 ᆯ 수 있 게 만들 어 주 고 이것 노트북 에 넣 고 켜 면 복잡 하 지 도 않 게 쉽 게 깔 ᆯ 수 있 었 습니다
설치	윈도우 설치 하 고 오피스 등 기본 프로그램 설치 하 았 으며 설치 도 매우 빠르 게 하 았 습니다 
기본	윈도우 설치 하 고 오피스 등 기본 프로그램 설치 하 았 으며 설치 도 매우 빠르 게 하 았 습니다 
설치	윈도우 설치 하 고 오피스 등 기본 프로그램 설치 하 았 으며 설치 도 매우 빠르 게 하 았 습니다 
설치	윈도우 설치 하 고 오피스 등 기본 프로그램 설치 하 았 으며 설치 도 매우 빠르 게 하 았 습니다
깔	잘 받 았 어요 윈도우 이제 막 깔 았 어요 사은품 보내주 시 어요
깔리	윈도우 가 안 깔리 어 있 어서 사용 전 이 지만 생각 보다 작 고 가볍 네요
설치	윈도우 설치 도 잘 되 고 모든 기능 이 다 잘 되 는데 백라이트 만 안 되 네요 ㅠㅠ t 5 드라이버 사 아서 커넥터 연결 여부 확인 하 아 보 고 안 되 고 센터 방문 하 ᆯ 생각 이 ㅂ니다
설치	오늘 안 오 ᆯ 줄 알 았 는데 , 오늘 오 았 네요 택배 기사 분 의 배려 로 오전 중 에 오 아서 좋 았 습니다 윈도우 , 아드레날린 업데이트 까지 하 아 놓 았 고 한컴 이나 엑셀 같 은 기타 여러 가지 프로그램 들 설치 하 고 있 습니다
설치	제품 도 꼼꼼히 포장 되 어 오 았 고 , 윈도우 설치 도 생각 보다 어렵 지 않 아 잘 설치 하 았 습니다 
설치	제품 도 꼼꼼히 포장 되 어 오 았 고 , 윈도우 설치 도 생각 보다 어렵 지 않 아 잘 설치 하 았 습니다
설치	ssd 480 추가 주문 으로 블루색 상 윈도우 까지 설치 시 이상 없이 동작 하 ㅂ니다
설치	윈도우 설치 도 쉽 고 , 팬 소음 도 적 습니다
